378	1804449	7905
379	1812354	4344
380	1816698	6784
381	1823482	6238
382	1829720	3198
383	1832918	2555
384	1835473	1586
385	1837059	4020
386	1841079	3260
387	1844339	3848
388	1848187	2989
389	1851176	28746
390	1879922	7252
391	1887174	6270
392	1893444	1765
393	1895209	1800
394	1897009	1544
395	1898553	1225
397	1899778	3373
398	1903151	7828
399	1910979	5370
401	1916349	5221
403	1921570	8039
406	1929609	9239
407	1938848	18433
408	1957281	2258
411	1959539	6981
414	1966520	7381
415	1973901	12595
